,name,area,address,latitude,longitude
72,100번식당,안동,경상북도 안동시 옥동 791-2,36.562885,128.702218
74,100번지연탄구이,신당동,서울특별시 중구 신당동 292-152,37.563315,127.016428
77,100브랜드,강릉,강원 강릉시 회산동 500,37.7395,128.864
80,100세영양탕,연산9동,부산광역시 연제구 연산9동 478-36,35.18538,129.107776
81,100억곱창,강서구청,서울특별시 강서구 화곡6동 986-22,37.549866,126.847604
83,100족발,사당역,서울특별시 동작구 사당동 1041-28 1층,37.47765,126.984108
87,100회,성수동,서울특별시 성동구 성수동1가 72-100,37.540695,127.048623
90,1011다이닝키친,봉선동,광주광역시 남구 봉선동 1011-20,35.127533,126.909333
93,101번지 남산돈까스,용인수지,경기도 용인시 수지구 성복동 23 롯데몰수지점 4층,37.313099,127.080768
94,101번지 남산돈까스,남산,서울특별시 중구 남산동2가 49-24,37.556959,126.985722
96,101번지남산돈까스,수원,경기도 수원시 팔달구 인계동 1125-1 갤러리아백화점수원점 지하 푸드코트,37.260953,127.032237
97,101번지남산돈까스,인사동,서울시 종로구 관훈동 155-2 2층,37.574554,126.983794
98,101번지남산돈까스,천호동,서울특별시 강동구 천호동 455-8,37.538868,127.124459
100,101번지남산돈까스,명동,서울특별시 중구 수하동 67 지하1층,37.567334,126.985177
101,101번지남산돈까스,가든파이브,서울특별시 송파구 문정동 634,37.4777,127.125
105,101커피컨테이너,논현동,서울특별시 강남구 삼성동 140-3,37.506595,127.048342
107,101커피컨테이너,청계산,서울특별시 서초구 원지동 419-22,37.44345,127.055691
110,101커피컨테이너,서초동,서울특별시 서초구 서초동 1720-7,37.493061,127.007726
112,101피자,파주,경기도 파주시 목동동 1101-2,37.7199,126.738
113,102 짬뽕,김해,경상남도 김해시 외동 557,35.229757,128.86198000000002
115,1023양과점,군자,서울특별시 광진구 군자동 125-119,37.55302800000001,127.071107
117,102베이커리,화곡역,서울특별시 강서구 화곡동 1073-10,37.540597,126.837569
120,102테이블,향남,경기도 화성시 향남읍 하길리 1462,37.117646,126.914755
126,103과자점,목포,전라남도 목포시 양동 86-22,34.795821000000004,126.384608
127,103포차,다사,대구광역시 달성군 다사읍 세천리 1593-2,35.8729,128.477
128,1058면,하양,경상북도 경산시 하양읍 금락리 132-22,35.911,128.816
133,1080호프,홍제동,강원도 강릉시 홍제동 152-15,37.752302,128.881974
134,108@돌삼겹,탄현,경기도 고양시 일산서구 탄현동 1592-1,37.693269,126.772582
135,108궁돌찜,일산,경기도 고양시 일산서구 탄현동 1592-1,37.693279,126.772619
136,108호점 닭갈비,이충동,경기도 평택시 이충동 611-1,37.051795,127.05631
137,109제면소,울산,울산광역시 북구 진장동 284-21,35.57506,129.35741000000002
138,109퓨전포차,송학동,경상남도 창원시 진해구 송학동 52-31,35.150655,128.66578
140,10E,군산,전라북도 군산시 수송동 828-1,35.969122,126.716757
141,10G,여의도,서울특별시 영등포구 여의도동 23-1,37.52555,126.926604
143,10막창,종로,서울특별시 종로구 돈의동 102,37.571744,126.99061
146,10번지식당,동면,경상남도 양산시 동면 여락리 115-19,35.306219,129.107103
148,10월1일,서촌,서울특별시 종로구 체부동 94,37.57791,126.971047
149,10층한우,서울,서울특별시 중구 황학동 2153,37.570328,127.023191
150,10평파스타,망원동,서울시 마포구 망원동 494 삼성화원아파트 상가동 104호,37.557439,126.906657
152,11-14번지 캐주얼펍,종로,서울특별시 종로구 관철동 11-14,37.568676,126.985855
156,110양꼬치,대림역,서울특별시 영등포구 대림동 809,37.493933,126.895506
157,111 7meal,어은동,대전광역시 유성구 어은동 111-7 1층,36.363927,127.357923
159,111커피,이동면,경기도 포천시 이동면 장암리 242-16,38.031693,127.36634
161,1158족욕카페,애월,제주특별자치도 제주시 애월읍 고내리 1158,33.4671,126.337
162,117파크,광화문,서울특별시 종로구 신문로2가 1-117,37.571668,126.9707
163,11818다이닝,강남구청역,서울특별시 강남구 논현동 118-18,37.517232,127.039231
164,1183숯불갈비,유성구,대전광역시 유성구 관평동 1183,36.422771,127.394326
168,119닭갈비,춘천,강원도 춘천시 퇴계동 968-6,37.858418,127.738304
169,119닭갈비,단구동,강원도 원주시 단구동 1673-13,37.320534,127.957779
173,119반점,평거동,경상남도 진주시 평거동 773-3,35.172843,128.065342
177,119불닭발,망정동,경상북도 영천시 망정동 417-15,35.986488,128.956329
181,119불짬뽕,역곡,경기도 부천시 역곡동 108-5,37.488677,126.813053
183,119양푼이,우만동,경기도 수원시 팔달구 우만동 58-27,37.28,127.043
185,119엽기떡볶이,안성,경기도 안성시 당왕동 551-5,37.013719,127.264853
195,11번횟집,죽도동,경상북도 포항시 북구 죽도동 557-7,36.036336,129.369424
196,11월,내촌면,경기도 포천시 내촌면 소학리 144-1,37.816187,127.260781
198,11월29일,부산대,부산광역시 금정구 장전동 302-10,35.229182,129.087289
199,11월의 발자국,부천,경기도 부천시 중동 595-9,37.496831,126.764879
200,11자리,서면,부산광역시 부산진구 부전동 524-40,35.153884000000005,129.055924
201,11체스터필드웨이,경주,경상북도 경주시 성건동 620-495,35.855766,129.20511000000002
202,11호 남도 할머니 칼국수,대부도,경기도 안산시 단원구 대부북동 1837-29,37.2702,126.571
203,11호 횟집,안산,경기도 안산시 단원구 선감동 680,37.204998,126.64547
209,123돼지부속,문막,강원도 원주시 문막읍 동화리 1538-2,37.324326,127.830605
211,123막창,둔산동,대전광역시 서구 둔산동 1848,36.351048,127.399899
213,123막창,서면,부산광역시 242-33,35.154649,129.05803400000002
215,123막창,서창,경상남도 양산시 삼호동 1005-3,35.4151,129.16841100000002
216,123막창,진해,경상남도 창원시 진해구 석동 180-12,35.152705,128.703453
217,123막창,성건동,경상북도 경주시 성건동 696,35.853894,129.205925
218,123막창,일광면,부산광역시 기장군 기장읍 동부리 155-15,35.24755800000001,129.216206
219,123막창,명촌,울산광역시 북구 진장동 808-2,35.556507,129.35635
220,123막창,삼산,울산광역시 남구 삼산동 1476-9,35.536926,129.336931
221,123반점,물금읍,경상남도 양산시 물금읍 범어리 789,35.329256,129.00378600000002
222,123삼계탕,항남동,경상남도 통영시 항남동 228-5,34.842163,128.42230800000002
223,123생선구이,수택동,경기도 구리시 수택동 376-14,37.598021,127.137068
228,123회센타,신월동,경상남도 창원시 의창구 신월동 68-11,35.227719,128.69146
229,123회센타,수원인계동,경기도 수원시 팔달구 인계동 977,37.26841,127.025635
231,123횟집,태인동,전라남도 광양시 태인동 1320-41,34.942667,127.741557
233,124번가,마도면,경기도 화성시 마도면 슬항리 220-124,37.202599,126.766759
235,1250,전주,전라북도 전주시 완산구 효자동2가 1309-2,35.8106,127.095
237,1253타르트,동천동,경기도 용인시 수지구 동천동 883-11,37.333596,127.096166
240,129 라멘하우스,신당동,서울특별시 중구 신당동 374-27,37.5554,127.011
241,12st,가산동,서울특별시 금천구 가산동 140-38,37.47793,126.889675
242,12달이야기,청룡동,부산광역시 금정구 청룡동 58-1,35.275027,129.090692
249,12안젤로,원주,강원도 원주시 단계동 1115-3,37.347786,127.926871
251,12월32일,심곡동,경기도 부천시 심곡동 167-2,37.486764,126.784198
252,12인치,신둔면,경기도 이천시 신둔면 고척리 553-2,37.293446,127.382663
256,130애비뉴,계산동,인천광역시 계양구 계산동 990-3,37.537153,126.726631
258,132에비뉴,고령,대구광역시 달서구 호산동 707-3,35.8441,128.487
259,1357 철판삼겹,사당역,서울시 서초구 방배동 451-4,37.478797,126.983396
260,135튀김집,사직동,부산광역시 동래구 사직동 46-17,35.1979,129.06
262,135튀김집,세종시,세종특별자치시 새롬동 341-74,36.484474,127.252608
263,135튀김집,남포동,부산광역시 중구 광복동1가 30-3,35.0989,129.035
264,135튀김집,보람동,세종특별자치시 보람동 615-2,36.483276,127.293255
266,136길 육미,논현동,서울특별시 강남구 논현동 107-34,37.517393,127.036351
268,13애비뉴,성남,경기도 성남시 수정구 심곡동 327-2,37.449274,127.103793
271,01월 14일,신흥3동,경기도 성남시 수정구 신흥3동,37.443488,127.148813
272,145,포항,경상북도 포항시 북구 환호동 145,36.072914,129.404984
273,149플라밍고,광교,경기도 수원시 영통구 하동 960,37.293931,127.071104
275,14번길레스토랑,유성,대전광역시 유성구 봉명동 537-2,36.356834,127.344548
276,14일의 설레임,신월동,서울특별시 양천구 신월동 513-15,37.52159,126.843673
277,15,목원대,대전광역시 유성구 원신흥동 575-12,36.333803,127.337946
284,153김밥,외동,경상남도 김해시 외동 703-3,35.233846,128.851845
287,153닭갈비,보정동,경기도 용인시 기흥구 보정동 901-12,37.303418,127.098852
290,153부대찌개,군산,전라북도 군산시 옥서면 선연리 1754-10,35.92147199999999,126.631685
293,153생선구이&amp;조림,안중읍,경기도 평택시 안중읍 현화리 848-14,36.984141,126.925614
294,153샤브샤브칼국수,대관령,강원도 평창군 대관령면 용산리 251-12,37.663883,128.66343600000002
303,153코다리네,팽성읍,경기도 평택시 팽성읍 원정리 120-19,36.969428,127.041454
314,153한탄강민물매운탕,후암동,서울특별시 용산구 후암동 116-10,37.549541,126.975968
317,153해장국,일죽,경기도 안성시 일죽면 화봉리 719-2,37.061108,127.4755
320,1569치킨&amp;카페,하안4동,경기도 광명시 하안4동 13,37.467671,126.877419
325,15번출구호프,종로,서울특별시 종로구 관수동 58,37.57,126.991
329,161 커피 스튜디오,현풍,대구광역시 달성군 현풍면 원교리 161,35.6905,128.444
330,161카페,창동,경상남도 창원시 마산합포구 창동 161,35.205675,128.57532
331,161커피스튜디오,현풍,대구광역시 달성군 화원읍 161,35.6905,128.445
332,1637카페,주문진,강원도 강릉시 주문진읍 교항리 81-16,37.881797,128.831706
334,1686 Lounge,처인구,경기도 용인시 처인구,37.339432,127.182679
335,1686라운지,처인구,경기도 용인시 처인구,37.339072,127.18262
336,168도시락국,초량,부산광역시 동구 초량동 994-130,35.117115000000005,129.035764
344,16호원조할머니칼국수,대부도,경기도 안산시 단원구 대부북동 1837-81,37.270519,126.570921
345,17,회기,서울특별시 동대문구 회기동 17,37.59235,127.053385
347,170펙토리,물금읍,경상남도 양산시 물금읍 범어리 2700-8,35.328922,129.00958
352,178도씨,강화도,경기 김포시 대곶면 대명리 551-2,37.6403,126.544
353,178도씨,대명항,경기도 김포시 대곶면 대명리 488-12,37.64034,126.543562
354,179실비,오리역,경기도 성남시 분당구 구미동 179,37.339949,127.109809
355,17길,두산동,대구광역시 수성구 두산동 170-21,35.830649,128.61855
356,17도씨,연남동,서울특별시 마포구 연남동 257-21,37.56215,126.923071
357,17번가,당고개역,서울특별시 노원구 상계동 111-471,37.670857,127.079811
358,17번국도기사식당,소라면,전라남도 여수시 소라면 대포리 626,34.817987,127.621907
363,180카페,창전동,경기도 이천시 창전동 453-2,37.283816,127.450654
364,180커피로스터스,율동공원,경기도 성남시 분당구 율동 323-9,37.382561,127.151573
366,1830 피체리아,대치동,서울특별시 강남구 대치4동 912-29,37.502226,127.057734
368,1842,한남동,서울특별시 용산구 한남동 683-141,37.53644600000001,127.000498
372,1865와인주막,상무지구,광주광역시 서구 치평동 245-14,35.146922,126.853072
373,1865이탈리안레스토랑,운암동,광주광역시 북구 운암동 876-19,35.1753,126.872
374,1894사랑채,황리단길,경상북도 경주시 황남동 238-1,35.836167,129.211988
376,18번완당,서면,부산광역시 부산진구 부전동 486-2,35.158216,129.057226
379,18번완당집,남천동,부산광역시 수영구 남천동 10-6,35.143845,129.11057
380,18번완당집,남포동,부산시 중구 남포동3가 1 B1F,35.09896,129.02847
383,1905몬스터피자,산격3동,대구광역시 북구 산격3동 1308-23,35.894733,128.61032
386,1938 Coffee&amp;Flower,신암동,대구광역시 동구 신암동 209-92,35.879687,128.620353
387,1939 군산과자조합,신창동,전라북도 군산시 신창동 48-4,35.987201,126.709477
391,1943,구월동,인천광역시 남동구 구월동 1467-1,37.44425,126.701688
392,1943,동성로,대구광역시 중구 삼덕동1가 57 2층,35.866393,128.598968
393,1945경성반점,전주,전라북도 전주시 완산구 삼천동2가 239-2,35.792702,127.106102
397,1952 그집,구리,경기도 구리시 인창동 670-8,37.604618,127.140801
398,1953 연남 서서갈비,정자동,경기도 성남시 분당구 정자동 44-4,37.3724,127.114
404,1958김여사 코다리찜,,전라북도 군산시 나운동,35.961956,126.696591
406,1960깡통치킨,반여동,부산광역시 해운대구 반여동 1291-1049,35.1946,129.13
407,1960청원모밀,상무지구,광주광역시 서구 치평동 1278-2,35.144378,126.840994
410,1967 바다지음,여수,전라남도 여수시 공화동 766,34.745185,127.744854
411,1968쌀국수,만촌동,대구광역시 수성구 만촌동 948-3,35.864761,128.640515
419,1971바,회기동,서울특별시 동대문구 회기동 42-50 2층,37.59252,127.051814
421,1974골목,서면,부산광역시 부산진구 부전2동 516-3,35.155477000000005,129.057106
428,1976샤브샤브,상수,서울특별시 마포구 상수동 327-1 2층,37.547056,126.922566
431,1977오금동 옛날손칼국수,오금동,서울특별시 송파구 오금동 155-14,37.499618,127.137779
433,1978 테라스,남산,서울특별시 중구 예장동 8-39,37.5568,126.985347
434,1978범어주택,범어동,대구광역시 수성구 범어동 165-14,35.859594,128.63122099999998
440,1979동태매운탕&amp;쭈꾸미,광명동,경기도 광명시 광명동 104-17,37.481578000000006,126.856241
441,1979서기치킨,암사동,서울특별시 강동구 암사동 493-9,37.551691,127.132922
442,1979옛날곱창,김천,경상북도 김천시 부곡동 1340,36.124934,128.090384
448,1982(일구팔이),교동,강원도 강릉시 교동 1864-10,37.76488,128.878687
449,1982돈이돈이,완주,전라북도 완주군 봉동읍 둔산리 902-10,35.959048,127.125234
452,1983 pizza&pub,역곡,경기도 부천시 역곡동 51-4,37.4853,126.807
457,1983족발왕,방촌동,대구광역시 동구 방촌동 883-12,35.880917,128.66720800000002
463,1984나폴리,양산,경상남도 양산시 물금읍 범어리 539-5,35.33152000000001,128.997218
464,1984나폴리,울주군,울산시 울주군 청량읍 율리 1470-9 1층,35.527522,129.239993
467,1985돼지로,두산동,대구광역시 수성구 두산동 92,35.839398,128.62141200000002
469,1986 baker,상계동,서울특별시 노원구 상계동 430-21,37.662,127.066
472,1987루프탑,탄방동,대전광역시 서구 탄방동 740,36.347295,127.389482
473,1987루프탑,평택,경기도 평택시 비전동 1092,37.001269,127.112911
476,1987루프탑라운지,두정동,충청남도 천안시 서북구 두정동 913,36.833119,127.135434
477,1987루프탑라운지,잠실,서울특별시 송파구 방이동 36-7,37.5151,127.109
478,1987루프탑라운지,청주,충청북도 청주시 흥덕구 비하동 295-20,36.640069,127.421958
479,1987루프탑라운지,인계동,경기도 수원시 팔달구 인계동 1040-2,37.265807,127.03128
481,1988 고기불패,용인,경기도 용인시 처인구 김량장동 87-2,37.235055,127.20636100000002
483,1988고기불패,홍대,서울특별시 마포구 서교동 407-12 2층,37.550354,126.922142
484,1988고기불패,용인,경기도 용인시 처인구 포곡읍 둔전리 151-8,37.268744,127.217902
490,1988옛날통닭,오류동,서울특별시 구로구 오류동 137-6,37.492544,126.84366
492,1988옛날통닭,중산동,경기도 고양시 일산동구 중산동 1568,37.69403,126.781271
493,1988오리진,안국역,서울특별시 종로구 재동 84-30,37.5782,126.986
494,1988전주꽃날,인후동1가,전라북도 전주시 덕진구 인후동1가 768-7,35.83692199999999,127.155166
498,1988포차,강남역,서울특별시 서초구 서초동 1304-4,37.5019,127.025
501,1989 비스트로,경리단길,서울특별시 용산구 이태원동 260-95,37.54100800000001,126.991663
504,1989고깃집,송도,인천광역시 연수구 송도동 190-2,37.3767,126.654
506,1989삼영동커피집,나주,전라남도 나주시 삼영동 277-3,35.004603,126.70081
508,1990대명,대구,대구광역시 남구 대명동 3026-4,35.8489,128.57299999999998
511,1992핏짜,남일동,대구광역시 중구 남일동 132,35.868957,128.592714
516,1994커피,삼척,강원도 삼척시 갈천동 14,37.466947,129.169268
517,1994커피,영천,경상북도 영천시 교촌동 220-4,35.967205,128.926591
520,1997영국집,창원가로수길,경상남도 창원시 의창구 용호동 53-5,35.237897,128.682017
536,1FLF,양재동,서울특별시 서초구 양재동 250-6,37.472795,127.041706
541,1ROOM,감정동,경기도 김포시 감정동 594-15,37.62146,126.70012
543,1st Recipe,충장로,광주광역시 동구 황금동 76-2,35.146564,126.917419
549,1동별미식당,생연동,경기도 동두천시 생연동 498-10,37.909424,127.059753
553,1등뷔페,전남무안,전라남도 무안군 일로읍 용산리 713-3,34.853808,126.498505
554,1등수산물백화점,광주,광주광역시 남구 진월동 291-1,35.1218,126.898
555,1등숯불갈비,괴정,부산광역시 사하구 괴정동 951-1,35.098518,128.99303899999998
567,1박2일,상동면,경상남도 밀양시 상동면 안인리 8-5,35.549096,128.75958799999998
579,1박2일 조개찜,거제,경상남도 거제시 일운면 지세포리 931-42,34.829652,128.70513300000002
580,1박2일꼬막정식,벌교,전라남도 보성군 회정리 벌교읍  653-7,34.84836,127.34443
586,1박2일포차,구로동,서울특별시 구로구 구로동 545-5,37.503066,126.88762
590,1번가찌개하우스,서정동,경기도 평택시 서정동 815-17,37.067726,127.062355
592,1번장터국밥,구포시장,부산광역시 북구 구포동 596-4,35.208371,129.004459
594,1번지 닭갈비,신당동,서울특별시 중구 신당동 121-36,37.564801,127.019112
598,1번지삼겹살,원주,강원도 원주시 단계동,37.348356,127.930609
600,1번지튀김,대포항,강원 대포동 965,38.173556,128.605804
601,1번지포차,부발읍,경기도 이천시 부발읍 무촌리 166-38,37.283916,127.487763
604,1번출구옛날통닭,가능동,경기도 의정부시 가능동 198-16,37.748501,127.043898
606,1식당,망원동,서울특별시 마포구 합정동 433-60,37.552192,126.906901
609,1인1닭 착한통닭,후암동,서울특별시 용산구 용산동2가 1-1334,37.5463,126.982
611,1인1잔,은평,서울특별시 은평구 진관동 9992-9991,37.640972,126.937943
631,1인자감자탕,야탑,경기도 성남시 야탑동 372-2,37.411782,127.130788
632,1인자감자탕,화성시,경기도 화성시 송산면 사강리 708-7,37.21334,126.73236
635,1인자감자탕,안산,경기도 안산시 상록구 건건동 551-8,37.30923,126.90383
636,1인자감자탕,독산동,서울특별시 금천구 독산동 1006-30,37.466377,126.894586
638,1인자숯불구이,동삭동,경기도 평택시 동삭동 704-5,37.006957,127.096137
639,1인정식 MY 홈써비스,수청동,경기도 오산시 수청동 517-15,37.164421,127.061154
643,1학년,서현동,경기도 성남시 분당구 서현동 89-7,37.38149600000001,127.128116
644,1학년1반분식,영등동,전라북도 익산시 영등동 818-11,35.962784,126.97988
645,1호점쌈밥,소흘읍,경기도 포천시 소흘읍 이동교리 135-1,37.81618,127.136962
646,1호친할머니칼국수,대부도,경기도 안산시 단원구 대부북동 1222-3,37.268661,126.57443899999998
648,BBQ치킨,예천,충청남도 서산시 예천동,36.770672,126.436265
650,공릉회수산,공릉동,서울특별시 노원구 공릉동 408-8,37.625844,127.079664
655,두꺼비식당,제천,충청북도 제천시 중앙로2가 72-7,37.141563,128.214832
657,마시로포차,호평동,경기도 남양주시 호평동 627-3,37.655136,127.241249
658,명동찌개마을,철산,경기도 광명시 철산동 421,37.474825,126.868521
659,물레방아분식,기장,부산광역시 기장군 기장읍 교리 353-6,35.253,129.218539
660,바랗,천안,충청남도 천안시 동남구 청당동 565,36.7847,127.157
661,바오밥,대학로,서울특별시 종로구 명륜4가 164-1,37.582451,126.99967
662,봄날35,익산,전라북도 익산시 영등동 291-12,35.954777,126.968307
664,색동면옥,안산,경기도 안산시 상록구 성포동 593-8,37.326341,126.845137
668,석구네횟집,제부도,경기도 화성시 서신면 제부리 190-4,37.16942,126.61886
669,싱싱치킨,매호동,대구광역시 수성구 매호동 997-2,35.84415300000001,128.708457
671,에스프레소 822-7,전주,전라북도 전주시 덕진구 송천동1가 822-7,35.864294,127.117243
672,엑스포복아구전문점,둔산동,대전광역시 서구 둔산2동 1323,36.353779,127.381369
675,우돈한마당,용이동,경기도 평택시 용이동 600-1,36.998265,127.132317
677,제일장수촌,포승읍,경기도 평택시 포승읍 석정리 1116-9,36.986675,126.89073
679,참숯짝갈비,부평,인천광역시 부평구 부평동 146-5,37.496713,126.729656
681,커피 너브,용인,경기도 용인시 처인구 이동면 천리 572-3,37.206463,127.207864
682,커피 노리,둔산동,대전시 서구 둔산1동 1419 메트로존 105호,36.349937,127.38725
683,커피 농부와 정원,,서울특별시 마포구 상암동,37.578307,126.88216
685,커피 독,경주,경상북도 경주시 진현동 66-2,35.786365999999994,129.327049
686,커피 돌,어은동,대전시 유성구 어은동 110-6,36.362835,127.35743
688,커피 듦,평거동,경상남도 진주시 평거동 201-4,35.172272,128.06261899999998
690,커피 디엔에이 로스팅컴퍼니,광화문,서울특별시 종로구 청진동 70,37.571108,126.981135
692,커피 라이커스,기흥,경기도 용인시 기흥구 고매동 375-29,37.226907,127.115655
695,커피 레이블 117,미금역,경기도 성남시 분당구 금곡동 166,37.35046,127.10726
696,커피 렉 라보,도산공원,"서울특별시 강남구 논현동 97-11 1층,2층",37.521001,127.036384
698,커피 로다,지묘동,대구광역시 동구 지묘동 245-2,35.941139,128.643807
699,커피 로제타,북정동,경상남도 양산시 북정동 531-2,35.361607,129.04797
707,커피 마리,오금동,서울특별시 송파구 오금동 61-8,37.502205,127.13638600000002
710,커피 마운틴,담양,전라남도 담양군 담양읍 객사리 174-1,35.323677,126.985146
711,커피 만달레이,해운대,부산광역시 해운대구 중동 1391-66,35.160172,129.161575
714,커피 몽타주,강동구청역,서울특별시 강동구 성내동 555-5,37.529507,127.12188
715,커피 바 K,역삼동,서울특별시 강남구 역삼동 675-3,37.504648,127.04126200000002
717,커피 베스코,노원역,서울특별시 노원구 상계동 693-3,37.656132,127.06126
718,커피 벨트,속초,강원도 속초시 교동 644-14,38.201377,128.582514
721,커피 블랭크,양덕,경상남도 창원시 마산회원구 양덕동 77-1,35.23061699999999,128.580364
723,커피 사피엔스,가산디지털단지,서울특별시 금천구 가산동 345-33 에이스 하이엔드타워7 1층 102-1호,37.474203,126.881157
724,커피 샬롱 루이,서면,부산시 부산진구 전포3동 882-4,35.152107,129.0629
728,커피 스미스,홍대,서울시 마포구 서교동 361-23,37.551757,126.923643
729,커피 스미스,천호,서울특별시 강동구 천호동 430-13 1층,37.539603,127.124324
730,커피 스튜디오,합정,서울시 마포구 서교동 399-7,37.54882,126.91768
732,커피 아리,용인,경기도 용인시 기흥구 신갈동 670,37.288261,127.108197
733,커피 아마렐로,강동구청역,서울시 강동구 성내동 552-12,37.529835,127.12153
737,커피 앤 스토리,부산대,부산시 금정구 장전동 293-14,35.22977,129.08842
740,커피 앤 쿠키,종암동,서울특별시 성북구 종암동 23-43,37.5935,127.035
741,커피 앤스토리,팔공산,대구광역시 동구 용수동 59-31,35.988759,128.694101
742,커피 앳 더 플레이스,합정,서울특별시 마포구 합정동 81-34 2층,37.544085,126.914318
745,커피 엘빈,창동,서울특별시 도봉구 창동 252,37.654677,127.045662
749,커피 온다,제주시청,제주특별자치도 제주시 삼도1동 572-20 1층,33.499548,126.521572
750,커피 와,와동동,경기도 파주시 와동동 1302-3,37.732107,126.751859
752,커피 제 5지구,대신동,대구광역시 중구 대신동 1015,35.867937,128.577842
755,커피 첼리,춘천,강원도 춘천시 조양동 13-6,37.878937,127.73022
756,커피 컬쳐,안성,경기도 안성시 옥천동 1-13,37.003765,127.277279
763,커피 티오,한양대,서울시 성동구 행당동 1-133,37.561035,127.04124
764,커피 팩토리,삼청동,서울시 종로구 소격동 142-2,37.579909,126.982163
767,커피 푸른창,원동면,경상남도 양산시 원동면 원리 941,35.364399,128.921402
768,커피 프라하,사상,부산광역시 사상구 학장동 557,35.1415,128.988
775,커피 한스,인천,인천광역시 연수구 선학동 364-8,37.42374,126.696119
776,커피 허브나무,댕이골,경기도 안산시 상록구 사동 1352-8,37.2938,126.845
778,커피 후,대구,대구광역시 달서구 두류3동 620-5,35.851574,128.55423000000002
782,커피&amp;뷰,동면,경상남도 양산시 동면 금산리 1446-13,35.309859,129.023301
791,커피&amp;커피,송산동,경기도 화성시 송산동 168-116,37.209019,127.009923
797,커피&amp;하루,교1동,강원도 강릉시 교1동 1849-1,37.767997,128.882449
800,커피&와플 카페제이콥,수원,경기도 수원시 장안구 송죽동 514,37.2958,127.007
801,커피&정원,당진,충청남도 당진시 용연동 871-4,36.86959,126.611005
804,커피101,홍대,서울특별시 마포구 서교동 332-5,37.555851,126.92672
806,커피101스트릿,고촌,경기도 김포시 고촌읍 신곡리 1063-2,37.6033,126.769
807,커피101스트릿,오목교,서울특별시 양천구 목1동 406-36,37.52517,126.873148
808,커피101스트릿,남양주시,경기도 남양주시,37.622207,127.160221
809,커피101스트릿,가산동,서울특별시 금천구 가산동 60-5,37.479394,126.887944
810,커피101스트릿,오전동,경기도 의왕시 오전동 205-5,37.356334,126.96707
811,커피107,이대,서울특별시 서대문구 북아현동 1-1038,37.564769,126.951449
813,커피1267,익산,전라북도 익산시 부송동 215-30,35.960842,126.997348
817,커피1696,대치동,서울특별시 강남구 대치동 316,37.495198,127.064333
818,커피183,아산,충청남도 아산시 음봉면 송촌리 183,36.8456,127.042
825,커피1번가,담양,전라남도 담양군 담양읍 객사리 173-8,35.323597,126.984583
826,커피1번가,동인동2가,대구광역시 중구 동인동2가 18-4,35.870077,128.60077900000002
833,커피3,노량진,서울특별시 동작구 노량진동 125-14,37.512395,126.94517
844,커피707,쌍용동,충청남도 천안시 서북구 쌍용2동 707,36.798149,127.120512
852,커피89도씨,효목동,대구광역시 동구 효목동 286-2,35.878492,128.63315
855,커피8온스,목동,서울시 양천구 목동 917 동양파라곤 B1 21호,37.529486,126.875153
858,커피915,진해,경상남도 창원시 진해구 자은동 930-3,35.1481,128.708
